timestamp,dhw_draw_size_l,dhw_draw_energy_kwh,t_out_c,t_amb_c,st_power_kw
2024-01-01 00:00:00,0.0,0.0,2.5,12.5,0.0
2024-01-01 00:30:00,0.0,0.0,2.65,12.65,0.0
2024-01-01 01:00:00,0.0,0.0,2.8,12.8,0.0
2024-01-01 01:30:00,0.0,0.0,2.7,12.7,0.0
2024-01-01 02:00:00,0.0,0.0,2.6,12.6,0.0
2024-01-01 02:30:00,0.0,0.0,2.6,12.6,0.0
2024-01-01 03:00:00,0.0,0.0,2.6,12.6,0.0
2024-01-01 03:30:00,0.0,0.0,2.6,12.6,0.0
2024-01-01 04:00:00,0.0,0.0,2.6,12.6,0.0
2024-01-01 04:30:00,0.0,0.0,2.65,12.65,0.0
2024-01-01 05:00:00,10.984799309408285,0.5109152212131453,2.7,12.7,0.0
2024-01-01 05:30:00,10.984799309408285,0.5109152212131453,2.9,12.9,0.0
2024-01-01 06:00:00,10.984799309408285,0.5109152212131453,3.1,13.1,0.0
2024-01-01 06:30:00,10.984799309408285,0.5109152212131453,3.2,13.2,0.0
2024-01-01 07:00:00,0.0,0.0,3.3,13.3,0.0
2024-01-01 07:30:00,0.0,0.0,3.15,13.15,0.0
2024-01-01 08:00:00,0.0,0.0,3.0,13.0,0.0
2024-01-01 08:30:00,0.0,0.0,3.2,13.2,0.0
2024-01-01 09:00:00,0.0,0.0,3.4,13.4,0.0
2024-01-01 09:30:00,0.0,0.0,3.6,13.6,0.0
2024-01-01 10:00:00,0.0,0.0,3.8,13.8,0.0
2024-01-01 10:30:00,0.0,0.0,3.95,13.95,0.0
2024-01-01 11:00:00,0.0,0.0,4.1,14.1,0.0
2024-01-01 11:30:00,0.0,0.0,4.4,14.4,0.0
2024-01-01 12:00:00,0.0,0.0,4.7,14.7,1.0
2024-01-01 12:30:00,0.0,0.0,5.0,15.0,1.0
2024-01-01 13:00:00,0.0,0.0,5.3,15.3,1.0
2024-01-01 13:30:00,0.0,0.0,5.25,15.25,0.0
2024-01-01 14:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-01 14:30:00,0.0,0.0,4.7,14.7,0.0
2024-01-01 15:00:00,0.0,0.0,4.2,14.2,0.0
2024-01-01 15:30:00,11.259425928234446,0.5236884103954377,3.5,13.5,0.0
2024-01-01 16:00:00,11.259425928234446,0.5236884103954377,2.8,12.8,0.0
2024-01-01 16:30:00,11.259425928234446,0.5236884103954377,2.45,12.45,0.0
2024-01-01 17:00:00,11.259425928234446,0.5236884103954377,2.1,12.1,0.0
2024-01-01 17:30:00,0.0,0.0,1.75,11.75,0.0
2024-01-01 18:00:00,5.248292510761341,0.244103916111633,1.4,11.4,0.0
2024-01-01 18:30:00,5.248292510761341,0.244103916111633,1.1,11.1,0.0
2024-01-01 19:00:00,5.248292510761341,0.244103916111633,0.8,10.8,0.0
2024-01-01 19:30:00,5.248292510761341,0.244103916111633,1.15,11.15,0.0
2024-01-01 20:00:00,5.248292510761341,0.244103916111633,1.5,11.5,0.0
2024-01-01 20:30:00,5.248292510761341,0.244103916111633,1.85,11.85,0.0
2024-01-01 21:00:00,5.248292510761341,0.244103916111633,2.2,12.2,0.0
2024-01-01 21:30:00,5.248292510761341,0.244103916111633,2.25,12.25,0.0
2024-01-01 22:00:00,5.248292510761341,0.244103916111633,2.3,12.3,0.0
2024-01-01 22:30:00,0.0,0.0,2.3,12.3,0.0
2024-01-01 23:00:00,0.0,0.0,2.3,12.3,0.0
2024-01-01 23:30:00,0.0,0.0,2.5,12.5,0.0
2024-01-02 00:00:00,12.255683999815782,0.5700254802580984,2.7,12.7,0.0
2024-01-02 00:30:00,12.255683999815782,0.5700254802580984,3.25,13.25,0.0
2024-01-02 01:00:00,12.255683999815782,0.5700254802580984,3.8,13.8,0.0
2024-01-02 01:30:00,12.255683999815782,0.5700254802580984,3.95,13.95,0.0
2024-01-02 02:00:00,12.255683999815782,0.5700254802580984,4.1,14.1,0.0
2024-01-02 02:30:00,12.255683999815782,0.5700254802580984,4.15,14.15,0.0
2024-01-02 03:00:00,12.255683999815782,0.5700254802580984,4.2,14.2,0.0
2024-01-02 03:30:00,0.0,0.0,4.15,14.15,0.0
2024-01-02 04:00:00,0.0,0.0,4.1,14.1,0.0
2024-01-02 04:30:00,0.0,0.0,4.25,14.25,0.0
2024-01-02 05:00:00,0.0,0.0,4.4,14.4,0.0
2024-01-02 05:30:00,0.0,0.0,4.65,14.65,0.0
2024-01-02 06:00:00,0.0,0.0,4.9,14.9,0.0
2024-01-02 06:30:00,0.0,0.0,5.05,15.05,0.0
2024-01-02 07:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-02 07:30:00,0.0,0.0,5.15,15.15,0.0
2024-01-02 08:00:00,168.0674521424177,7.817003940757339,5.1,15.1,0.0
2024-01-02 08:30:00,168.0674521424177,7.817003940757339,5.0,15.0,0.0
2024-01-02 09:00:00,0.0,0.0,4.9,14.9,0.0
2024-01-02 09:30:00,0.0,0.0,4.8,14.8,0.0
2024-01-02 10:00:00,0.0,0.0,4.7,14.7,0.0
2024-01-02 10:30:00,0.0,0.0,4.65,14.65,0.0
2024-01-02 11:00:00,0.0,0.0,4.6,14.6,0.0
2024-01-02 11:30:00,0.0,0.0,4.9,14.9,0.0
2024-01-02 12:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-02 12:30:00,0.0,0.0,5.5,15.5,0.0
2024-01-02 13:00:00,0.0,0.0,5.8,15.8,0.0
2024-01-02 13:30:00,0.0,0.0,6.0,16.0,0.0
2024-01-02 14:00:00,0.0,0.0,6.2,16.2,0.0
2024-01-02 14:30:00,0.0,0.0,6.15,16.15,0.0
2024-01-02 15:00:00,0.0,0.0,6.1,16.1,0.0
2024-01-02 15:30:00,0.0,0.0,5.9,15.9,0.0
2024-01-02 16:00:00,0.0,0.0,5.7,15.7,0.0
2024-01-02 16:30:00,0.0,0.0,4.7,14.7,0.0
2024-01-02 17:00:00,7.414740401615695,0.3448678146795922,3.7,13.7,0.0
2024-01-02 17:30:00,7.414740401615695,0.3448678146795922,3.45,13.45,0.0
2024-01-02 18:00:00,7.414740401615695,0.3448678146795922,3.2,13.2,0.0
2024-01-02 18:30:00,0.0,0.0,3.0,13.0,0.0
2024-01-02 19:00:00,0.0,0.0,2.8,12.8,0.0
2024-01-02 19:30:00,0.0,0.0,2.45,12.45,0.0
2024-01-02 20:00:00,0.0,0.0,2.1,12.1,0.0
2024-01-02 20:30:00,0.0,0.0,2.65,12.65,0.0
2024-01-02 21:00:00,0.0,0.0,3.2,13.2,0.0
2024-01-02 21:30:00,11.396737068835556,0.5300749041127293,4.15,14.15,0.0
2024-01-02 22:00:00,11.396737068835556,0.5300749041127293,5.1,15.1,0.0
2024-01-02 22:30:00,11.396737068835556,0.5300749041127293,5.45,15.45,0.0
2024-01-02 23:00:00,11.396737068835556,0.5300749041127293,5.8,15.8,0.0
2024-01-02 23:30:00,0.0,0.0,6.05,16.05,0.0
2024-01-03 00:00:00,0.0,0.0,6.3,16.3,0.0
2024-01-03 00:30:00,0.0,0.0,6.5,16.5,0.0
2024-01-03 01:00:00,0.0,0.0,6.7,16.7,0.0
2024-01-03 01:30:00,0.0,0.0,6.65,16.65,0.0
2024-01-03 02:00:00,0.0,0.0,6.6,16.6,0.0
2024-01-03 02:30:00,0.0,0.0,6.55,16.55,0.0
2024-01-03 03:00:00,0.0,0.0,6.5,16.5,0.0
2024-01-03 03:30:00,0.0,0.0,6.4,16.4,0.0
2024-01-03 04:00:00,0.0,0.0,6.3,16.3,0.0
2024-01-03 04:30:00,0.0,0.0,6.0,16.0,0.0
2024-01-03 05:00:00,0.0,0.0,5.7,15.7,0.0
2024-01-03 05:30:00,0.0,0.0,5.3,15.3,0.0
2024-01-03 06:00:00,0.0,0.0,4.9,14.9,0.0
2024-01-03 06:30:00,0.0,0.0,4.55,14.55,0.0
2024-01-03 07:00:00,0.0,0.0,4.2,14.2,0.0
2024-01-03 07:30:00,0.0,0.0,4.4,14.4,0.0
2024-01-03 08:00:00,0.0,0.0,4.6,14.6,0.0
2024-01-03 08:30:00,0.0,0.0,4.9,14.9,0.0
2024-01-03 09:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-03 09:30:00,0.0,0.0,5.5,15.5,0.0
2024-01-03 10:00:00,0.0,0.0,5.8,15.8,0.0
2024-01-03 10:30:00,0.0,0.0,6.1,16.1,0.0
2024-01-03 11:00:00,0.0,0.0,6.4,16.4,0.0
2024-01-03 11:30:00,0.0,0.0,6.4,16.4,0.0
2024-01-03 12:00:00,0.0,0.0,6.4,16.4,0.0
2024-01-03 12:30:00,0.0,0.0,6.65,16.65,0.0
2024-01-03 13:00:00,0.0,0.0,6.9,16.9,0.0
2024-01-03 13:30:00,0.0,0.0,6.85,16.85,0.0
2024-01-03 14:00:00,0.0,0.0,6.8,16.8,0.0
2024-01-03 14:30:00,0.0,0.0,6.75,16.75,0.0
2024-01-03 15:00:00,0.0,0.0,6.7,16.7,0.0
2024-01-03 15:30:00,0.0,0.0,6.65,16.65,0.0
2024-01-03 16:00:00,0.0,0.0,6.6,16.6,0.0
2024-01-03 16:30:00,0.0,0.0,6.45,16.45,0.0
2024-01-03 17:00:00,0.0,0.0,6.3,16.3,0.0
2024-01-03 17:30:00,0.0,0.0,5.8,15.8,0.0
2024-01-03 18:00:00,0.0,0.0,5.3,15.3,0.0
2024-01-03 18:30:00,0.0,0.0,5.15,15.15,0.0
2024-01-03 19:00:00,0.0,0.0,5.0,15.0,0.0
2024-01-03 19:30:00,0.0,0.0,5.15,15.15,0.0
2024-01-03 20:00:00,0.0,0.0,5.3,15.3,0.0
2024-01-03 20:30:00,0.0,0.0,5.2,15.2,0.0
2024-01-03 21:00:00,0.0,0.0,5.1,15.1,0.0
2024-01-03 21:30:00,0.0,0.0,5.15,15.15,0.0
2024-01-03 22:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-03 22:30:00,0.0,0.0,5.2,15.2,0.0
2024-01-03 23:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-03 23:30:00,0.0,0.0,5.2,15.2,0.0
2024-01-04 00:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-04 00:30:00,0.0,0.0,5.5,15.5,0.0
2024-01-04 01:00:00,0.0,0.0,5.8,15.8,0.0
2024-01-04 01:30:00,0.0,0.0,5.75,15.75,0.0
2024-01-04 02:00:00,0.0,0.0,5.7,15.7,0.0
2024-01-04 02:30:00,0.0,0.0,5.95,15.95,0.0
2024-01-04 03:00:00,0.0,0.0,6.2,16.2,0.0
2024-01-04 03:30:00,0.0,0.0,6.0,16.0,0.0
2024-01-04 04:00:00,0.0,0.0,5.8,15.8,0.0
2024-01-04 04:30:00,0.0,0.0,5.95,15.95,0.0
2024-01-04 05:00:00,0.0,0.0,6.1,16.1,0.0
2024-01-04 05:30:00,0.0,0.0,5.95,15.95,0.0
2024-01-04 06:00:00,0.0,0.0,5.8,15.8,0.0
2024-01-04 06:30:00,0.0,0.0,5.8,15.8,0.0
2024-01-04 07:00:00,0.0,0.0,5.8,15.8,0.0
2024-01-04 07:30:00,0.0,0.0,5.75,15.75,0.0
2024-01-04 08:00:00,0.0,0.0,5.7,15.7,0.0
2024-01-04 08:30:00,0.0,0.0,5.75,15.75,0.0
2024-01-04 09:00:00,0.0,0.0,5.8,15.8,0.0
2024-01-04 09:30:00,0.0,0.0,5.95,15.95,0.0
2024-01-04 10:00:00,0.0,0.0,6.1,16.1,0.0
2024-01-04 10:30:00,51.21665205753759,2.3821433945872483,6.45,16.45,0.0
2024-01-04 11:00:00,51.21665205753759,2.3821433945872483,6.8,16.8,0.0
2024-01-04 11:30:00,0.0,0.0,7.05,17.05,2.0
2024-01-04 12:00:00,0.0,0.0,7.3,17.3,1.0
2024-01-04 12:30:00,0.0,0.0,7.7,17.7,1.0
2024-01-04 13:00:00,0.0,0.0,8.1,18.1,1.0
2024-01-04 13:30:00,0.0,0.0,7.95,17.95,1.0
2024-01-04 14:00:00,0.0,0.0,7.8,17.8,0.0
2024-01-04 14:30:00,0.0,0.0,7.3,17.3,0.0
2024-01-04 15:00:00,54.58074110453636,2.53861091403988,6.8,16.8,0.0
2024-01-04 15:30:00,54.58074110453636,2.53861091403988,6.2,16.2,0.0
2024-01-04 16:00:00,0.0,0.0,5.6,15.6,0.0
2024-01-04 16:30:00,0.0,0.0,5.35,15.35,0.0
2024-01-04 17:00:00,0.0,0.0,5.1,15.1,0.0
2024-01-04 17:30:00,0.0,0.0,5.1,15.1,0.0
2024-01-04 18:00:00,0.0,0.0,5.1,15.1,0.0
2024-01-04 18:30:00,0.0,0.0,5.05,15.05,0.0
2024-01-04 19:00:00,0.0,0.0,5.0,15.0,0.0
2024-01-04 19:30:00,0.0,0.0,4.95,14.95,0.0
2024-01-04 20:00:00,0.0,0.0,4.9,14.9,0.0
2024-01-04 20:30:00,0.0,0.0,4.85,14.85,0.0
2024-01-04 21:00:00,0.0,0.0,4.8,14.8,0.0
2024-01-04 21:30:00,0.0,0.0,4.85,14.85,0.0
2024-01-04 22:00:00,0.0,0.0,4.9,14.9,0.0
2024-01-04 22:30:00,0.0,0.0,4.8,14.8,0.0
2024-01-04 23:00:00,0.0,0.0,4.7,14.7,0.0
2024-01-04 23:30:00,0.0,0.0,4.65,14.65,0.0
2024-01-05 00:00:00,0.0,0.0,4.6,14.6,0.0
2024-01-05 00:30:00,0.0,0.0,4.9,14.9,0.0
2024-01-05 01:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-05 01:30:00,0.0,0.0,5.25,15.25,0.0
2024-01-05 02:00:00,0.0,0.0,5.3,15.3,0.0
2024-01-05 02:30:00,0.0,0.0,5.25,15.25,0.0
2024-01-05 03:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-05 03:30:00,0.0,0.0,5.2,15.2,0.0
2024-01-05 04:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-05 04:30:00,0.0,0.0,4.9,14.9,0.0
2024-01-05 05:00:00,0.0,0.0,4.6,14.6,0.0
2024-01-05 05:30:00,0.0,0.0,4.95,14.95,0.0
2024-01-05 06:00:00,0.0,0.0,5.3,15.3,0.0
2024-01-05 06:30:00,0.0,0.0,5.45,15.45,0.0
2024-01-05 07:00:00,0.0,0.0,5.6,15.6,0.0
2024-01-05 07:30:00,0.0,0.0,5.6,15.6,0.0
2024-01-05 08:00:00,0.0,0.0,5.6,15.6,0.0
2024-01-05 08:30:00,0.0,0.0,5.5,15.5,0.0
2024-01-05 09:00:00,0.0,0.0,5.4,15.4,0.0
2024-01-05 09:30:00,0.0,0.0,5.55,15.55,0.0
2024-01-05 10:00:00,0.0,0.0,5.7,15.7,0.0
2024-01-05 10:30:00,0.0,0.0,5.7,15.7,0.0
2024-01-05 11:00:00,0.0,0.0,5.7,15.7,0.0
2024-01-05 11:30:00,44.76306895849215,2.081980074002757,5.9,15.9,0.0
2024-01-05 12:00:00,44.76306895849215,2.081980074002757,6.1,16.1,-1.0
2024-01-05 12:30:00,0.0,0.0,6.15,16.15,1.0
2024-01-05 13:00:00,0.0,0.0,6.2,16.2,0.0
2024-01-05 13:30:00,0.0,0.0,6.05,16.05,1.0
2024-01-05 14:00:00,0.0,0.0,5.9,15.9,0.0
2024-01-05 14:30:00,0.0,0.0,5.7,15.7,0.0
2024-01-05 15:00:00,0.0,0.0,5.5,15.5,0.0
2024-01-05 15:30:00,0.0,0.0,5.15,15.15,0.0
2024-01-05 16:00:00,11.849851101707412,0.5511497412416358,4.8,14.8,0.0
2024-01-05 16:30:00,11.849851101707412,0.5511497412416358,4.65,14.65,0.0
2024-01-05 17:00:00,0.0,0.0,4.5,14.5,0.0
2024-01-05 17:30:00,0.0,0.0,4.35,14.35,0.0
2024-01-05 18:00:00,0.0,0.0,4.2,14.2,0.0
2024-01-05 18:30:00,0.0,0.0,4.0,14.0,0.0
2024-01-05 19:00:00,0.0,0.0,3.8,13.8,0.0
2024-01-05 19:30:00,0.0,0.0,3.65,13.65,0.0
2024-01-05 20:00:00,0.0,0.0,3.5,13.5,0.0
2024-01-05 20:30:00,0.0,0.0,3.65,13.65,0.0
2024-01-05 21:00:00,0.0,0.0,3.8,13.8,0.0
2024-01-05 21:30:00,0.0,0.0,4.0,14.0,0.0
2024-01-05 22:00:00,0.0,0.0,4.2,14.2,0.0
2024-01-05 22:30:00,0.0,0.0,4.45,14.45,0.0
2024-01-05 23:00:00,0.0,0.0,4.7,14.7,0.0
2024-01-05 23:30:00,0.0,0.0,4.75,14.75,0.0
2024-01-06 00:00:00,0.0,0.0,4.8,14.8,0.0
2024-01-06 00:30:00,0.0,0.0,4.95,14.95,0.0
2024-01-06 01:00:00,0.0,0.0,5.1,15.1,0.0
2024-01-06 01:30:00,0.0,0.0,4.95,14.95,0.0
2024-01-06 02:00:00,0.0,0.0,4.8,14.8,0.0
2024-01-06 02:30:00,0.0,0.0,4.8,14.8,0.0
2024-01-06 03:00:00,0.0,0.0,4.8,14.8,0.0
2024-01-06 03:30:00,0.0,0.0,4.8,14.8,0.0
2024-01-06 04:00:00,0.0,0.0,4.8,14.8,0.0
2024-01-06 04:30:00,0.0,0.0,4.75,14.75,0.0
2024-01-06 05:00:00,0.0,0.0,4.7,14.7,0.0
2024-01-06 05:30:00,0.0,0.0,4.5,14.5,0.0
2024-01-06 06:00:00,0.0,0.0,4.3,14.3,0.0
2024-01-06 06:30:00,0.0,0.0,4.25,14.25,0.0
2024-01-06 07:00:00,0.0,0.0,4.2,14.2,0.0
2024-01-06 07:30:00,0.0,0.0,4.15,14.15,0.0
2024-01-06 08:00:00,0.0,0.0,4.1,14.1,0.0
2024-01-06 08:30:00,0.0,0.0,4.05,14.05,0.0
2024-01-06 09:00:00,0.0,0.0,4.0,14.0,0.0
2024-01-06 09:30:00,0.0,0.0,4.15,14.15,0.0
2024-01-06 10:00:00,0.0,0.0,4.3,14.3,0.0
2024-01-06 10:30:00,0.0,0.0,4.6,14.6,0.0
2024-01-06 11:00:00,0.0,0.0,4.9,14.9,0.0
2024-01-06 11:30:00,0.0,0.0,5.05,15.05,0.0
2024-01-06 12:00:00,0.0,0.0,5.2,15.2,0.0
2024-01-06 12:30:00,0.0,0.0,5.4,15.4,0.0
2024-01-06 13:00:00,0.0,0.0,5.6,15.6,0.0
2024-01-06 13:30:00,0.0,0.0,5.5,15.5,0.0
2024-01-06 14:00:00,0.0,0.0,5.4,15.4,0.0
2024-01-06 14:30:00,0.0,0.0,5.2,15.2,0.0
2024-01-06 15:00:00,0.0,0.0,5.0,15.0,0.0
2024-01-06 15:30:00,0.0,0.0,4.7,14.7,0.0
2024-01-06 16:00:00,0.0,0.0,4.4,14.4,0.0
2024-01-06 16:30:00,0.0,0.0,4.35,14.35,0.0
2024-01-06 17:00:00,0.0,0.0,4.3,14.3,0.0
2024-01-06 17:30:00,14.390091957294684,0.6692991659248394,4.15,14.15,0.0
2024-01-06 18:00:00,14.390091957294684,0.6692991659248394,4.0,14.0,0.0
2024-01-06 18:30:00,0.0,0.0,3.9,13.9,0.0
2024-01-06 19:00:00,0.0,0.0,3.8,13.8,0.0
2024-01-06 19:30:00,0.0,0.0,3.8,13.8,0.0
2024-01-06 20:00:00,0.0,0.0,3.8,13.8,0.0
2024-01-06 20:30:00,0.0,0.0,3.75,13.75,0.0
2024-01-06 21:00:00,0.0,0.0,3.7,13.7,0.0
2024-01-06 21:30:00,0.0,0.0,3.5,13.5,0.0
2024-01-06 22:00:00,0.0,0.0,3.3,13.3,0.0
2024-01-06 22:30:00,0.0,0.0,3.2,13.2,0.0
2024-01-06 23:00:00,0.0,0.0,3.1,13.1,0.0
2024-01-06 23:30:00,0.0,0.0,2.95,12.95,0.0
2024-01-07 00:00:00,0.0,0.0,2.8,12.8,0.0
2024-01-07 00:30:00,0.0,0.0,3.0,13.0,0.0
2024-01-07 01:00:00,0.0,0.0,3.2,13.2,0.0
2024-01-07 01:30:00,0.0,0.0,3.1,13.1,0.0
2024-01-07 02:00:00,0.0,0.0,3.0,13.0,0.0
2024-01-07 02:30:00,0.0,0.0,2.85,12.85,0.0
2024-01-07 03:00:00,0.0,0.0,2.7,12.7,0.0
2024-01-07 03:30:00,0.0,0.0,2.55,12.55,0.0
2024-01-07 04:00:00,0.0,0.0,2.4,12.4,0.0
2024-01-07 04:30:00,0.0,0.0,2.3,12.3,0.0
2024-01-07 05:00:00,0.0,0.0,2.2,12.2,0.0
2024-01-07 05:30:00,0.0,0.0,2.2,12.2,0.0
2024-01-07 06:00:00,0.0,0.0,2.2,12.2,0.0
2024-01-07 06:30:00,0.0,0.0,2.25,12.25,0.0
2024-01-07 07:00:00,0.0,0.0,2.3,12.3,0.0
2024-01-07 07:30:00,0.0,0.0,2.4,12.4,0.0
2024-01-07 08:00:00,0.0,0.0,2.5,12.5,0.0
2024-01-07 08:30:00,0.0,0.0,2.55,12.55,0.0
2024-01-07 09:00:00,0.0,0.0,2.6,12.6,0.0
2024-01-07 09:30:00,0.0,0.0,2.75,12.75,0.0
2024-01-07 10:00:00,0.0,0.0,2.9,12.9,0.0
2024-01-07 10:30:00,0.0,0.0,3.1,13.1,0.0
2024-01-07 11:00:00,0.0,0.0,3.3,13.3,0.0
2024-01-07 11:30:00,0.0,0.0,3.4,13.4,0.0
2024-01-07 12:00:00,0.0,0.0,3.5,13.5,0.0
2024-01-07 12:30:00,0.0,0.0,3.75,13.75,0.0
2024-01-07 13:00:00,0.0,0.0,4.0,14.0,0.0
2024-01-07 13:30:00,0.0,0.0,4.0,14.0,0.0
2024-01-07 14:00:00,0.0,0.0,4.0,14.0,0.0
2024-01-07 14:30:00,0.0,0.0,3.9,13.9,0.0
2024-01-07 15:00:00,0.0,0.0,3.8,13.8,0.0
2024-01-07 15:30:00,0.0,0.0,3.4,13.4,0.0
2024-01-07 16:00:00,0.0,0.0,3.0,13.0,0.0
2024-01-07 16:30:00,0.0,0.0,2.75,12.75,0.0
2024-01-07 17:00:00,0.0,0.0,2.5,12.5,0.0
2024-01-07 17:30:00,0.0,0.0,2.5,12.5,0.0
2024-01-07 18:00:00,0.0,0.0,2.5,12.5,0.0
2024-01-07 18:30:00,0.0,0.0,2.6,12.6,0.0
2024-01-07 19:00:00,0.0,0.0,2.7,12.7,0.0
2024-01-07 19:30:00,0.0,0.0,2.6,12.6,0.0
2024-01-07 20:00:00,0.0,0.0,2.5,12.5,0.0
2024-01-07 20:30:00,0.0,0.0,2.35,12.35,0.0
2024-01-07 21:00:00,0.0,0.0,2.2,12.2,0.0
2024-01-07 21:30:00,0.0,0.0,1.6,11.6,0.0
2024-01-07 22:00:00,0.0,0.0,1.0,11.0,0.0
2024-01-07 22:30:00,0.0,0.0,1.05,11.05,0.0
2024-01-07 23:00:00,0.0,0.0,1.1,11.1,0.0
2024-01-07 23:30:00,0.0,0.0,0.65,10.65,0.0
2024-01-08 00:00:00,0.0,0.0,0.2,10.2,0.0
2024-01-08 00:30:00,0.0,0.0,-0.35,9.65,0.0
2024-01-08 01:00:00,0.0,0.0,-0.9,9.1,0.0
2024-01-08 01:30:00,0.0,0.0,-1.3,8.7,0.0
2024-01-08 02:00:00,0.0,0.0,-1.7,8.3,0.0
2024-01-08 02:30:00,0.0,0.0,-1.6,8.4,0.0
2024-01-08 03:00:00,0.0,0.0,-1.5,8.5,0.0
2024-01-08 03:30:00,0.0,0.0,-1.15,8.85,0.0
2024-01-08 04:00:00,0.0,0.0,-0.8,9.2,0.0
2024-01-08 04:30:00,0.0,0.0,-0.65,9.35,0.0
2024-01-08 05:00:00,0.0,0.0,-0.5,9.5,0.0
2024-01-08 05:30:00,0.0,0.0,-0.55,9.45,0.0
2024-01-08 06:00:00,0.0,0.0,-0.6,9.4,0.0
2024-01-08 06:30:00,0.0,0.0,-0.65,9.35,0.0
2024-01-08 07:00:00,0.0,0.0,-0.7,9.3,0.0
2024-01-08 07:30:00,0.0,0.0,-0.85,9.15,0.0
2024-01-08 08:00:00,0.0,0.0,-1.0,9.0,0.0
2024-01-08 08:30:00,0.0,0.0,-1.1,8.9,0.0
2024-01-08 09:00:00,0.0,0.0,-1.2,8.8,0.0
2024-01-08 09:30:00,0.0,0.0,-1.05,8.95,0.0
2024-01-08 10:00:00,0.0,0.0,-0.9,9.1,0.0
2024-01-08 10:30:00,0.0,0.0,-0.65,9.35,0.0
2024-01-08 11:00:00,0.0,0.0,-0.4,9.6,0.0
2024-01-08 11:30:00,0.0,0.0,0.0,10.0,0.0
2024-01-08 12:00:00,0.0,0.0,0.4,10.4,1.0
2024-01-08 12:30:00,0.0,0.0,0.25,10.25,1.0
2024-01-08 13:00:00,0.0,0.0,0.1,10.1,1.0
2024-01-08 13:30:00,0.0,0.0,0.05,10.05,1.0
2024-01-08 14:00:00,0.0,0.0,0.0,10.0,0.0
2024-01-08 14:30:00,0.0,0.0,-0.1,9.9,0.0
2024-01-08 15:00:00,0.0,0.0,-0.2,9.8,0.0
2024-01-08 15:30:00,0.0,0.0,-0.75,9.25,0.0
2024-01-08 16:00:00,0.0,0.0,-1.3,8.7,0.0
2024-01-08 16:30:00,0.0,0.0,-1.2,8.8,0.0
2024-01-08 17:00:00,0.0,0.0,-1.1,8.9,0.0
2024-01-08 17:30:00,0.0,0.0,-1.3,8.7,0.0
2024-01-08 18:00:00,0.0,0.0,-1.5,8.5,0.0
2024-01-08 18:30:00,0.0,0.0,-1.65,8.35,0.0
2024-01-08 19:00:00,0.0,0.0,-1.8,8.2,0.0
2024-01-08 19:30:00,0.0,0.0,-1.9,8.1,0.0
2024-01-08 20:00:00,0.0,0.0,-2.0,8.0,0.0
2024-01-08 20:30:00,0.0,0.0,-1.8,8.2,0.0
2024-01-08 21:00:00,0.0,0.0,-1.6,8.4,0.0
2024-01-08 21:30:00,0.0,0.0,-1.55,8.45,0.0
2024-01-08 22:00:00,0.0,0.0,-1.5,8.5,0.0
2024-01-08 22:30:00,0.0,0.0,-1.25,8.75,0.0
2024-01-08 23:00:00,0.0,0.0,-1.0,9.0,0.0
2024-01-08 23:30:00,0.0,0.0,-0.6,9.4,0.0
2024-01-09 00:00:00,0.0,0.0,-0.2,9.8,0.0
2024-01-09 00:30:00,0.0,0.0,-0.25,9.75,0.0
2024-01-09 01:00:00,0.0,0.0,-0.3,9.7,0.0
2024-01-09 01:30:00,0.0,0.0,-0.35,9.65,0.0
2024-01-09 02:00:00,0.0,0.0,-0.4,9.6,0.0
2024-01-09 02:30:00,0.0,0.0,-0.5,9.5,0.0
2024-01-09 03:00:00,0.0,0.0,-0.6,9.4,0.0
2024-01-09 03:30:00,0.0,0.0,-1.4,8.6,0.0
2024-01-09 04:00:00,0.0,0.0,-2.2,7.8,0.0
2024-01-09 04:30:00,0.0,0.0,-2.35,7.65,0.0
2024-01-09 05:00:00,0.0,0.0,-2.5,7.5,0.0
2024-01-09 05:30:00,0.0,0.0,-2.2,7.8,0.0
2024-01-09 06:00:00,0.0,0.0,-1.9,8.1,0.0
2024-01-09 06:30:00,0.0,0.0,-1.95,8.05,0.0
2024-01-09 07:00:00,0.0,0.0,-2.0,8.0,0.0
2024-01-09 07:30:00,0.0,0.0,-2.4,7.6,0.0
2024-01-09 08:00:00,0.0,0.0,-2.8,7.2,0.0
2024-01-09 08:30:00,0.0,0.0,-2.65,7.35,0.0
2024-01-09 09:00:00,0.0,0.0,-2.5,7.5,0.0
2024-01-09 09:30:00,0.0,0.0,-2.05,7.95,0.0
2024-01-09 10:00:00,0.0,0.0,-1.6,8.4,0.0
2024-01-09 10:30:00,0.0,0.0,-1.1,8.9,0.0
2024-01-09 11:00:00,0.0,0.0,-0.6,9.4,0.0
2024-01-09 11:30:00,0.0,0.0,-0.25,9.75,0.0
2024-01-09 12:00:00,0.0,0.0,0.1,10.1,1.0
