daily_sigma_l,3.3193

time,avg_draw_l
00:00,0.0000
00:30,0.3413
01:00,0.6802
01:30,0.4722
02:00,0.3841
02:30,0.8905
03:00,0.0000
03:30,0.0000
04:00,0.0000
04:30,0.0000
05:00,0.0000
05:30,0.0000
06:00,0.0000
06:30,0.9825
07:00,0.7905
07:30,0.4857
08:00,0.1492
08:30,0.0000
09:00,0.0000
09:30,0.0000
10:00,0.1762
10:30,0.0000
11:00,0.7302
11:30,0.0000
12:00,0.2857
12:30,0.4484
13:00,0.0000
13:30,0.0000
14:00,0.0000
14:30,0.4873
15:00,0.3079
15:30,0.0000
16:00,0.0000
16:30,0.0000
17:00,0.0000
17:30,0.0000
18:00,0.0000
18:30,0.0000
19:00,0.3714
19:30,0.0000
20:00,0.6111
20:30,0.0000
21:00,0.0000
21:30,0.0000
22:00,0.4635
22:30,0.0000
23:00,0.0000
23:30,0.0000
