daily_sigma_l,8.6586

time,avg_draw_l
00:00,0.4910
00:30,0.0000
01:00,0.0000
01:30,0.3526
02:00,0.0000
02:30,0.0000
03:00,0.0000
03:30,0.0000
04:00,0.5231
04:30,0.0000
05:00,0.3917
05:30,0.0000
06:00,0.0000
06:30,0.0000
07:00,0.0000
07:30,0.0000
08:00,0.0000
08:30,0.3000
09:00,0.9455
09:30,0.0000
10:00,0.3295
10:30,0.0000
11:00,1.0923
11:30,0.4048
12:00,0.2436
12:30,0.0000
13:00,0.6667
13:30,1.5026
14:00,0.5160
14:30,0.0000
15:00,0.3378
15:30,0.0000
16:00,0.3756
16:30,0.2500
17:00,1.5519
17:30,0.0000
18:00,0.0000
18:30,0.0000
19:00,0.4731
19:30,0.5154
20:00,0.0000
20:30,0.3532
21:00,0.0000
21:30,0.0000
22:00,0.0000
22:30,0.0000
23:00,0.0000
23:30,0.0000
