daily_sigma_l,6.7690

time,avg_draw_l
00:00,0.1725
00:30,0.0000
01:00,0.0000
01:30,0.0000
02:00,0.0000
02:30,0.0000
03:00,0.3083
03:30,0.4950
04:00,0.0000
04:30,0.0000
05:00,0.4575
05:30,0.3283
06:00,0.0000
06:30,0.0000
07:00,0.0000
07:30,0.8158
08:00,0.0000
08:30,1.3533
09:00,1.4675
09:30,2.1183
10:00,1.0283
10:30,0.1050
11:00,0.0000
11:30,0.0000
12:00,0.0000
12:30,0.3133
13:00,0.0000
13:30,0.0000
14:00,1.3304
14:30,0.0000
15:00,0.1167
15:30,0.0000
16:00,0.0000
16:30,0.0000
17:00,0.0000
17:30,0.5192
18:00,0.0000
18:30,0.0000
19:00,0.0000
19:30,0.0000
20:00,0.0000
20:30,0.0000
21:00,0.0000
21:30,0.0000
22:00,0.0000
22:30,0.0000
23:00,0.0000
23:30,0.0000
