daily_sigma_l,7.3120

time,avg_draw_l
00:00,0.6439
00:30,0.0000
01:00,0.0000
01:30,0.1837
02:00,0.0000
02:30,0.0000
03:00,0.0000
03:30,0.0000
04:00,0.0000
04:30,0.0000
05:00,0.2951
05:30,0.1740
06:00,0.0000
06:30,0.0000
07:00,0.6244
07:30,0.7004
08:00,0.4415
08:30,0.0605
09:00,0.4650
09:30,0.0000
10:00,0.2276
10:30,0.1951
11:00,0.5976
11:30,0.0000
12:00,0.8346
12:30,0.2626
13:00,0.3000
13:30,0.0000
14:00,0.6138
14:30,1.3846
15:00,0.7431
15:30,0.3159
16:00,1.0911
16:30,0.8175
17:00,0.0000
17:30,0.0520
18:00,0.0000
18:30,0.1976
19:00,0.4630
19:30,0.0000
20:00,0.3923
20:30,0.3646
21:00,0.1650
21:30,0.3350
22:00,0.0000
22:30,0.0000
23:00,0.0000
23:30,0.7528
